;	INDEX	이름	그림 index	Life	D1	D2	총알데미지	변신취급	회복%	회복타입	점령형	파워업	대변공	대변방	Life가중	D1가중	D2가중	총뎀가중	본진취급	성향	점프추적	AI	총알idx	감지시야	추격시야	걷기시야	추격y	추격-y	총쏨min	총쏨max	지상공격	걷점공격	달점공격	헬프시야	점공%	총쏨%	막기%	총막기%	막기시야	소심%	헬프요%	분노%	패턴1	패턴2	패턴3	패턴4	패턴5	특수결정	카운터%	공격속성	도망확률	위기탈출	승룡권	난무필살	(예비)	(예비)	(예비)	클리핑	충돌	부활	파괴불가	무적시간	다운타입	방향전환	그림자	이름표	지형충돌	움직임	총쏨위선	렌더옵션	크기%	건물형	앞무적	앞오무적	오른무적	뒤오무적	뒤무적	뒤왼무적	왼무적	앞왼무적
	5	Shoveler	4	195 	25 	33 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	400	700	400	0	0	0	0	120	250	300	700	20	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	6	Gamma	5	80 	8 	12 	0	0	0	0	0	0	1000	100	0	0	0	0	0	0	0	0	0	700	600	400	0	0	0	0	100	250	300	800	0	0	10	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
	7	Cruncher	1	573 	25 	44 	0	1	0	0	0	0	1100 	100 	0	0	0	0	0	0	0	0	0	500	1000	400	0	0	0	0	100	250	300	2800	20	0	0	0	0	100	0	0	200012	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
	8	Sircam	7	389 	20 	33 	0 	1 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	500	700	400	0	0	0	0	120	250	300	700	5	0	20	0	296	0	0	100	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	9	CodeRed	9	2426 	38 	51 	0 	1 	0	0	0	0	1500 	200 	0	0	0	0	0	0	0	0	0	650	700	400	0	0	0	0	120	250	300	0	0	0	20	20	296	0	0	100	200010	300018	0	0	0	3	60	1	20	100	0	0	0	0	0	0	0	-1	0	500	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
;	p_monai(p05)																																																																															
;	#바우트 몬스터 스크립트(부분)																																																																															
;	2005/09/26*																																																																															
;	필드별 설명을 보고 싶으면 bt_몬스터AI.doc 문서를 보시오.																																																																															
;	"P05 ""플레임브릿지A"" 몬스터/보스 : 레벨 15"																																																																															
;	기본정보			기본난이도	L	1 	D	15							Base전 전용						AI 구성 요소(소수 안됨)																																					몬스터속성																						
;	INDEX	이름	그림 index	Life	D1	D2	총알데미지	변신취급	회복%	회복타입	점령형	파워업	대변공	대변방	Life가중	D1가중	D2가중	총뎀가중	본진취급	성향	점프추적	AI	총알idx	감지시야	추격시야	걷기시야	추격y	추격-y	총쏨min	총쏨max	지상공격	걷점공격	달점공격	헬프시야	점공%	총쏨%	막기%	총막기%	막기시야	소심%	헬프요%	분노%	패턴1	패턴2	패턴3	패턴4	패턴5	특수결정	카운터%	공격속성	도망확률	위기탈출	승룡권	난무필살	(예비)	(예비)	(예비)	클리핑	충돌	부활	파괴불가	무적시간	다운타입	방향전환	그림자	이름표	지형충돌	움직임	총쏨위선	렌더옵션	크기%	건물형	앞무적	앞오무적	오른무적	뒤오무적	뒤무적	뒤왼무적	왼무적	앞왼무적
	15	Slapper	0	148 	25 	36 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	400	700	400	0	0	0	0	120	250	300	700	20	0	0	0	296	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	16	Ganda	2	148 	27 	38 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	400	700	400	0	0	0	0	120	250	300	700	20	0	0	0	296	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	17	Shoveler	4	242 	25 	33 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	400	700	400	0	0	0	0	120	250	300	700	0	0	10	10	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	18	Gamma	5	187 	28 	43 	0	0	0	0	0	0	1000	100	0	0	0	0	0	0	0	0	0	700	600	400	0	0	0	0	100	250	300	800	0	0	10	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
	19	Cruncher	1	652 	28 	58 	0 	1 	0	0	0	0	1000 	200 	0	0	0	0	0	0	0	0	0	400	700	0	0	0	0	0	120	250	300	700	25	0	10	10	296	0	0	100	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	20	Cruncher	1	899 	75 	109 	0 	1 	0	0	0	0	1000 	200 	0	0	0	0	0	0	0	0	0	400	700	0	0	0	0	0	120	250	300	700	25	0	10	10	296	0	0	100	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0
	22	SergeantSector	90	2340 	56 	95 	0 	1 	0 	0	0	0	1200 	300 	0	0	0	0	0	0	1	0	0	500	700	400	0	0	0	0	115	250	300	0	8	0	20	30	296	0	0	50	300011	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
;	p_monai(p06)																																																																															
;	#바우트 몬스터 스크립트(부분)																																																																															
;	2005/09/26*																																																																															
;	필드별 설명을 보고 싶으면 bt_몬스터AI.doc 문서를 보시오.																																																																															
;	"P06 ""플레임브릿지B"" 몬스터/보스 : 레벨 17"																																																																															
;	기본정보			기본난이도	L	1 	D	15							Base전 전용						AI 구성 요소(소수 안됨)																																					몬스터속성																						
;	INDEX	이름	그림 index	Life	D1	D2	총알데미지	변신취급	회복%	회복타입	점령형	파워업	대변공	대변방	Life가중	D1가중	D2가중	총뎀가중	본진취급	성향	점프추적	AI	총알idx	감지시야	추격시야	걷기시야	추격y	추격-y	총쏨min	총쏨max	지상공격	걷점공격	달점공격	헬프시야	점공%	총쏨%	막기%	총막기%	막기시야	소심%	헬프요%	분노%	패턴1	패턴2	패턴3	패턴4	패턴5	특수결정	카운터%	공격속성	도망확률	위기탈출	승룡권	난무필살	(예비)	(예비)	(예비)	클리핑	충돌	부활	파괴불가	무적시간	다운타입	방향전환	그림자	이름표	지형충돌	움직임	총쏨위선	렌더옵션	크기%	건물형	앞무적	앞오무적	오른무적	뒤오무적	뒤무적	뒤왼무적	왼무적	앞왼무적
	27	Slapper	0	148 	29 	41 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	400	700	400	0	0	0	0	120	250	300	700	20	0	0	0	296	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	28	Ganda	2	148 	28 	48 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	400	700	400	0	0	0	0	120	250	300	700	20	0	0	0	296	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	29	Shoveler	4	270 	30 	57 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	400	700	400	0	0	0	0	120	250	300	700	0	0	10	10	296	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	30	Constructor	13	340 	32 	48 	0 	0 	0	0	0	0	1000 	200 	0	0	0	0	0	0	1	0	0	500	400	400	0	0	0	0	120	250	300	700	0	0	30	30	240	0	0	0	200010	200014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
	31	Cruncher	1	707 	36 	57 	0 	1 	0	0	0	0	1300 	200 	0	0	0	0	0	0	0	0	0	400	700	0	0	0	0	0	120	250	300	700	25	0	10	10	296	0	0	100	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	32	Etap	25	435 	55 	98 	0 	1 	0	0	0	0	1500 	150 	0	0	0	0	0	0	0	0	0	800	1000	130	0	0	0	0	130	0	350	700	20	0	10	20	296	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	33	Sasser	16	275 	46 	72 	0 	0 	0	0	0	0	1600 	100 	0	0	0	0	0	0	0	0	0	2200	2000	225	0	0	0	0	80	250	150	2800	10	0	25	0	0	0	0	0	100017	0	0	100026	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	34	SergeantSector	90	2540 	59 	99 	0 	1 	0 	0	0	0	1250 	300 	0	0	0	0	0	0	1	0	0	500	700	400	0	0	0	0	115	250	300	0	8	0	20	30	296	0	0	50	300010	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
;	p_monai(p07)																																																																															
;	#바우트 몬스터 스크립트(부분)																																																																															
;	2005/09/26*																																																																															
;	필드별 설명을 보고 싶으면 bt_몬스터AI.doc 문서를 보시오.																																																																															
;	"P07 ""트레저케이브(칩투)"" 몬스터/보스 : 레벨 20"																																																																															
;	기본정보			기본난이도	L	1 	D	15							Base전 전용						AI 구성 요소(소수 안됨)																																					몬스터속성																						
;	INDEX	이름	그림 index	Life	D1	D2	총알데미지	변신취급	회복%	회복타입	점령형	파워업	대변공	대변방	Life가중	D1가중	D2가중	총뎀가중	본진취급	성향	점프추적	AI	총알idx	감지시야	추격시야	걷기시야	추격y	추격-y	총쏨min	총쏨max	지상공격	걷점공격	달점공격	헬프시야	점공%	총쏨%	막기%	총막기	막기시야	소심%	헬프요%	분노%	패턴1	패턴2	패턴3	패턴4	패턴5	특수결정	카운터	공격속성	도망확률	위기탈출	승룡권	난무필살	(예비)	(예비)	(예비)	클리핑	충돌	부활	파괴불가	무적시간	다운타입	방향전환	그림자	이름표	지형충돌	움직임	총쏨위선	렌더옵션	크기%	건물형	앞무적	앞오무적	오른무적	뒤오무적	뒤무적	뒤왼무적	왼무적	앞왼무적
	35	Nimba	61	206 	29 	37 	0 	0 	0	0	0	0	1000 	0 	0	0	0	0	0	0	0	0	0	2400	2500	400	0	0	0	0	200	250	150	2800	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	36	SergeantSector	90	1065 	44 	82 	0 	1 	0 	0	0	0	1250 	300 	0	0	0	0	0	0	1	0	0	500	700	400	0	0	0	0	110	250	300	0	8	0	20	30	296	0	0	50	300010	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
	37	Scalper	12	412 	55 	80 	0 	1 	0	0	0	0	1000 	0 	0	0	0	0	0	0	0	0	0	400	500	400	0	0	0	0	120	250	300	2800	20	0	10	10	296	30	0	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
	38	EliteScalper	12	824 	82 	110 	0 	1 	0	0	0	0	1500 	200 	0	0	0	0	0	0	0	0	0	800	700	400	0	0	0	0	120	250	300	2800	20	0	10	10	296	30	0	100	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	39	Conficker	26	986 	80 	113 	0 	1 	0	0	0	0	2000 	350 	0	0	0	0	0	0	0	0	0	800	1000	400	0	0	0	0	150	250	300	700	20	0	8	20	296	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0
	40	Mandragore	11	515 	96 	146 	0 	1 	0	0	0	0 	1500 	200 	0	0	0	0	0	0	0	0	0	2800	2700	400	0	0	0	0	120	250	300	2800	0	0	10	10	296	30	0	100	6200010	6200020	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	41	Melissa	15	2972 	82 	110 	0 	1 	0	0	0	0	1600 	200 	0	0	0	0	0	0	0	0	0	1000	500	400	0	0	0	0	200	250	300	2800	5	0	15	15	296	0	0	100	200015	0	0	0	0	0	0	1	10	30	0	0	0	0	0	1	0	-1	0	500	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
;	p_monai(p08)																																																																															
;	#바우트 몬스터 스크립트(부분)																																																																															
;	2005/09/26*																																																																															
;	필드별 설명을 보고 싶으면 bt_몬스터AI.doc 문서를 보시오.																																																																															
;	"P08""트레저케이브(탈출)"" 몬스터/보스 : 레벨 20"																																																																															
;	기본정보			기본난이도	L	1 	D	15							Base전 전용						AI 구성 요소(소수 안됨)																																					몬스터속성																						
;	INDEX	이름	그림 index	Life	D1	D2	총알데미지	변신취급	회복%	회복타입	점령형	파워업	대변공	대변방	Life가중	D1가중	D2가중	총뎀가중	본진취급	성향	점프추적	AI	총알idx	감지시야	추격시야	걷기시야	추격y	추격-y	총쏨min	총쏨max	지상공격	걷점공격	달점공격	헬프시야	점공%	총쏨%	막기%	총막기%	막기시야	소심%	헬프요%	분노%	패턴1	패턴2	패턴3	패턴4	패턴5	특수결정	카운터	공격속성	도망확률	위기탈출	승룡권	난무필살	(예비)	(예비)	(예비)	클리핑	충돌	부활	파괴불가	무적시간	다운타입	방향전환	그림자	이름표	지형충돌	움직임	총쏨위선	렌더옵션	크기	건물형	앞무적	앞오무적	오른무적	뒤오무적	뒤무적	뒤왼무적	왼무적	앞왼무적
	42	Gamma	5	255 	32 	53 	0	0	0	0	0	0	1000	100	0	0	0	0	0	0	0	0	0	10700	10600	400	0	0	0	0	100	250	300	800	0	0	10	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
	43	Morlock	6	899 	77 	104 	0 	1 	0 	0 	0 	0 	1250 	200 	0	0	0	0	0	0	0	0	0	1200	800	400	0	0	0	0	120	250	300	2000	20	0	8	20	296	0	20	10	200014	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	44	Constructor	13	512 	44 	65 	0 	0 	0	0	0	0	1000 	200 	0	0	0	0	0	0	1	0	0	500	400	400	0	0	0	0	120	250	300	700	0	0	30	30	240	0	0	0	200010	200014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
	45	Conficker	26	615 	65 	94 	0 	1 	0	0	0	0	2000 	350 	0	0	0	0	0	0	0	0	0	8000	10000	400	0	0	0	0	150	250	300	700	20	0	8	20	296	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
	46	EliteEtap	25	3165 	65 	118 	0 	1 	0	0	0	0	1800 	180 	0	0	0	0	0	0	0	0	0	800	1000	170	0	0	0	0	170	0	350	700	20	0	10	20	296	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0
	47	SergeantSector	90	1065 	44 	82 	0 	1 	0 	0	0	0	1250 	300 	0	0	0	0	0	0	1	0	0	500	700	400	0	0	0	0	110	250	300	0	8	0	20	30	296	0	0	50	300010	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	110	0	0	0	0	0	0	0	0	0
	48	Virus-Commander	61	1195 	58 	75 	0 	0 	0	0	0	0	1300 	100 	0	0	0	0	0	0	0	0	0	3000	5000	400	0	0	0	0	120	250	300	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	3	140	0	0	0	0	0	0	0	0	0
	49	Chief	61	1249 	65 	84 	0 	0 	0	0	0	0	1300 	100 	0	0	0	0	0	0	0	0	0	3000	5000	400	0	0	0	0	120	250	300	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	3	140	0	0	0	0	0	0	0	0	0
	50	Ganda	2	188 	29 	42 	0 	0 	0	0	0	0	1000 	0	0	0	0	0	0	0	0	0	0	500	700	400	0	0	0	0	120	250	300	700	20	0	10	10	296	30	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
;	p_monai(p09)																																																																															
;	#바우트 몬스터 스크립트(부분)																																																																															
;	2005/09/26*																																																																															
;	필드별 설명을 보고 싶으면 bt_몬스터AI.doc 문서를 보시오.																																																																															
;	"P09""올스타스테이지"" 몬스터/보스 : 레벨 25"																																																																															
;	기본정보			기본난이도	L	1 	D	15							Base전 전용						AI 구성 요소(소수 안됨)																																					몬스터속성																						
